xflr5 v6.43

Plane name :        base
Polar name :        T5-a0.0°-30.0m/s-VLM2-34.9kg-x0.0mm-TG

   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    0.000    -1.500   0.265495   0.003492   0.011853   0.015344   0.006633   0.003088  -0.145171  -0.002496  -0.002494   30.0000     0.2591
    0.000    -1.000   0.268886   0.003456   0.011850   0.015307   0.004470   0.001841  -0.147160  -0.001683  -0.001681   30.0000     0.2593
    0.000    -0.500   0.271272   0.003423   0.011857   0.015281   0.002269   0.000735  -0.148622  -0.000854  -0.000853   30.0000     0.2595
    0.000     0.000   0.272032   0.003409   0.011859   0.015268   0.000000   0.000000  -0.149092   0.000000  -0.000000   30.0000     0.2596
    0.000     0.500   0.271272   0.003423   0.011858   0.015281  -0.002269  -0.000735  -0.148622   0.000854   0.000853   30.0000     0.2595
    0.000     1.000   0.268886   0.003456   0.011851   0.015307  -0.004470  -0.001841  -0.147160   0.001683   0.001681   30.0000     0.2593
    0.000     1.500   0.265495   0.003492   0.011853   0.015344  -0.006633  -0.003088  -0.145171   0.002496   0.002494   30.0000     0.2591
    0.000     2.000   0.262793   0.003527   0.011861   0.015388  -0.008825  -0.003970  -0.143761   0.003319   0.003318   30.0000     0.2592
    0.000     2.500   0.261485   0.003570   0.011870   0.015440  -0.011037  -0.004443  -0.143307   0.004150   0.004150   30.0000     0.2597
    0.000     3.000   0.261051   0.003628   0.011880   0.015508  -0.013248  -0.004706  -0.143426   0.004982   0.004982   30.0000     0.2604
    0.000     3.500   0.260896   0.003709   0.011893   0.015602  -0.015470  -0.004875  -0.143739   0.005817   0.005818   30.0000     0.2611
    0.000     4.000   0.260733   0.003813   0.011912   0.015725  -0.017726  -0.004991  -0.144067   0.006663   0.006665   30.0000     0.2619
    0.000     4.500   0.260363   0.003935   0.011935   0.015870  -0.020019  -0.005096  -0.144291   0.007521   0.007523   30.0000     0.2627
    0.000     5.000   0.259797   0.004059   0.011961   0.016020  -0.022337  -0.005241  -0.144473   0.008385   0.008388   30.0000     0.2636
    0.000     5.500   0.259623   0.004180   0.011983   0.016163  -0.024647  -0.005502  -0.144999   0.009242   0.009246   30.0000     0.2648
    0.000     6.000   0.260574   0.004302   0.012001   0.016303  -0.026904  -0.006019  -0.146153   0.010077   0.010082   30.0000     0.2659
    0.000     6.500   0.262676   0.004450   0.012020   0.016470  -0.029083  -0.006882  -0.147676   0.010881   0.010886   30.0000     0.2666
    0.000     7.000   0.264898   0.004646   0.012047   0.016693  -0.031216  -0.007934  -0.148855   0.011667   0.011671   30.0000     0.2665
    0.000     7.500   0.266060   0.004889   0.012073   0.016962  -0.033346  -0.008993  -0.149104   0.012450   0.012453   30.0000     0.2658
    0.000     8.000   0.265604   0.005153   0.012095   0.017248  -0.035470  -0.010102  -0.148135   0.013230   0.013232   30.0000     0.2646
    0.000     8.500   0.263706   0.005403   0.012120   0.017523  -0.037588  -0.011288  -0.146201   0.014004   0.014005   30.0000     0.2631
    0.000     9.000   0.261326   0.005628   0.012154   0.017782  -0.039732  -0.012359  -0.144330   0.014779   0.014781   30.0000     0.2621
    0.000     9.500   0.259340   0.005847   0.012193   0.018040  -0.041932  -0.013143  -0.143328   0.015568   0.015573   30.0000     0.2624
    0.000    10.000   0.257885   0.006081   0.012228   0.018309  -0.044196  -0.013648  -0.143175   0.016379   0.016386   30.0000     0.2636


